CoC Number,County,Year,HPI,SummerTemperature,Median_House_Values_5_year,Median_House_Values_1_year,Overall Homeless,Unsheltered Homeless,Median_Gross_Rent_5_year,Median_Gross_Rent_1_year,Overall Homeless - Multiple Races,Sheltered Total Homeless,Overall Homeless - Native Hawaiian or Other Pacific Islander,Median_Rent_1_year,Overall Homeless - Age 18 to 24,Median_Rent_5_year,SSDI Participation Rate (Percent),Estimate Total  85 years and over,Overall Homeless - American Indian or Alaska Native,Estimate Total Native Hawaiian and Other Pacific Islander alone,Estimate Total Some other race alone,JanuaryPrecipitation,Estimate Total Two or more races,Estimate Total Asian alone,Overall Homeless - Asian,Total Civilian Noninstitutionalized Population Estimate Population Age 16 and Over,Estimate Total  62 to 64 years,Estimate Total Black or African American alone,Estimate Total  60 and 61 years,CoC_Category_Largely Rural CoC,CoC_Category_Largely Suburban CoC,CoC_Category_Major City CoC,CoC_Category_Other Largely Urban CoC,total_homeless_per_10k,SSDI Participation Rate (Percent)_missing,Total Civilian Noninstitutionalized Population Estimate Population Age 16 and Over_missing
NJ-513,somerset county,2015,724.37,73.1,399000,420400.0,342,5,1888.0,1797.0,0,337,0,1267.0,29,1252,2.826930578893613,0.02303584,1,0.0,0.05,3.51,0.02,0.17,13,779747.0,0.032057161,0.1,0.024219701,False,True,False,False,6.531815635009334,1,1
NJ-513,somerset county,2016,739.78,74.6,404100,422800.0,218,9,1872.0,1830.0,10,209,0,1343.0,26,1299,2.826930578893613,0.023038133,1,0.0,0.03,4.07,0.02,0.17,0,779747.0,0.029899536,0.1,0.02892276,False,True,False,False,7.274201626559184,1,1
NJ-513,somerset county,2017,748.86,72.1,412800,424900.0,244,5,1922.0,1952.0,5,239,0,1422.0,29,1364,2.826930578893613,0.018641632,2,0.0,0.02,2.57,0.02,0.19,0,779747.0,0.034510721,0.1,0.025578955,False,True,False,False,6.5828411300745255,1,1
NJ-513,somerset county,2018,771.3,73.9,420500,436600.0,218,6,1951.0,1934.0,3,212,0,1478.0,26,1414,2.826930578893613,0.021823024,1,0.0,0.02,4.88,0.03,0.19,1,779747.0,0.045953063,0.1,0.027814014,False,True,False,False,9.150771887369505,1,1
NJ-514,mercer county,2010,745.01,76.7,309300,293600.0,901,127,1211.0,1442.0,0,774,0,908.0,0,900,2.826930578893613,0.021516458,0,0.0,0.06,3.07,0.02,0.09,0,779747.0,0.02847141,0.21,0.019389894,False,True,False,False,22.96608484102184,1,1
NJ-514,mercer county,2011,711.86,75.4,302100,282700.0,843,51,1447.0,1447.0,0,792,0,929.0,0,916,2.826930578893613,0.017743548,0,0.0,0.07,3.24,0.02,0.09,0,779747.0,0.030828495,0.2,0.026194413,False,True,False,False,27.39592129306576,1,1
NJ-514,mercer county,2012,679.78,74.5,293100,272900.0,1009,106,1477.0,1419.0,0,903,0,926.0,0,939,2.826930578893613,0.019815207,0,0.0,0.05,3.03,0.02,0.1,0,779747.0,0.034753993,0.2,0.025161348,False,True,False,False,18.033875609453204,1,1
NJ-514,mercer county,2013,681.53,73.8,286900,275200.0,668,67,1487.0,1432.0,0,601,0,967.0,0,959,2.826930578893613,0.018859978,0,0.0,0.07,3.33,0.02,0.1,0,779747.0,0.036240531,0.2,0.025752266,False,True,False,False,17.01041888156496,1,1
NJ-514,mercer county,2014,689.26,72.3,280400,272000.0,632,38,1493.0,1462.0,0,594,0,992.0,68,978,2.826930578893613,0.018471915,0,0.0,0.03,4.22,0.02,0.1,0,779747.0,0.035035542,0.2,0.023106716,False,True,False,False,16.15517584908912,1,1
NJ-514,mercer county,2015,699.93,74.0,276500,283600.0,600,105,1473.0,1460.0,0,495,3,997.0,64,976,2.826930578893613,0.023139597,0,0.0,0.02,3.38,0.01,0.11,3,779747.0,0.034370137,0.21,0.023144982,False,True,False,False,12.532915749158407,1,1
NJ-514,mercer county,2016,712.9,75.4,277400,284600.0,465,44,1481.0,1465.0,7,421,4,1009.0,38,990,2.826930578893613,0.023357043,4,0.0,0.01,3.99,0.02,0.11,2,779747.0,0.034181169,0.21,0.02564531,False,True,False,False,12.755748759783632,1,1
NJ-514,mercer county,2017,717.04,73.0,281900,293800.0,478,84,1505.0,1486.0,6,394,2,1110.0,50,1038,2.826930578893613,0.02239728,4,0.0,0.02,2.53,0.03,0.11,1,779747.0,0.037594767,0.21,0.025901108,False,True,False,False,12.952562254773383,1,1
NJ-514,mercer county,2018,735.2,74.8,284200,289700.0,479,63,1532.0,1492.0,13,416,4,1136.0,39,1085,2.826930578893613,0.019450476,1,0.0,0.04,4.6,0.02,0.11,1,779747.0,0.032651814,0.21,0.029625944,False,True,False,False,12.192798628310154,1,1
NJ-515,union county,2010,820.89,76.6,397200,378300.0,1212,18,1211.0,1471.0,0,1194,0,966.0,0,948,2.826930578893613,0.023088898,0,0.0,0.13,3.9,0.02,0.04,0,779747.0,0.026393955,0.21,0.023485058,False,True,False,False,27.26629026458125,1,1
NJ-515,union county,2011,795.86,75.4,386000,354200.0,1471,85,1523.0,1516.0,0,1386,0,984.0,0,969,2.826930578893613,0.022528517,0,0.0,0.15,2.9,0.02,0.05,0,779747.0,0.030756598,0.21,0.022832506,False,True,False,False,26.765886730296923,1,1
NJ-515,union county,2012,773.48,75.3,373700,348100.0,1456,50,1549.0,1473.0,0,1406,0,1005.0,0,991,2.826930578893613,0.02132447,0,0.0,0.12,2.68,0.02,0.05,0,779747.0,0.029835875,0.22,0.026589408,False,True,False,False,30.05895056324053,1,1
NJ-515,union county,2013,776.45,74.7,362300,346300.0,1648,47,1547.0,1459.0,0,1601,0,1022.0,0,1010,2.826930578893613,0.022336281,0,0.0,0.14,2.82,0.02,0.05,0,779747.0,0.026531401,0.21,0.022048094,False,True,False,False,30.365013138881505,1,1
NJ-515,union county,2014,798.43,72.7,353300,339800.0,1679,48,1561.0,1577.0,0,1631,0,1027.0,115,1027,2.826930578893613,0.019450608,0,0.0,0.14,4.49,0.02,0.05,0,779747.0,0.030218523,0.21,0.021664234,False,True,False,False,9.068238495,1,1
NJ-515,union county,2015,826.11,74.6,345500,342800.0,504,83,1543.0,1491.0,0,421,0,1054.0,47,1033,2.826930578893613,0.020007701,0,0.0,0.12,3.35,0.03,0.05,7,779747.0,0.031738835,0.21,0.025036615,False,True,False,False,9.23276281,1,1
NJ-515,union county,2016,848.78,75.9,347500,357800.0,513,62,1551.0,1569.0,8,451,0,1097.0,56,1047,2.826930578893613,0.02037147,4,0.0,0.16,4.3,0.03,0.05,2,779747.0,0.035948383,0.21,0.024696291,False,True,False,False,8.512268306697027,1,1
NJ-515,union county,2017,867.03,73.4,351800,369300.0,480,55,1582.0,1589.0,4,425,0,1122.0,38,1081,2.826930578893613,0.020800082,3,0.0,0.15,2.27,0.02,0.05,4,779747.0,0.030401212,0.22,0.027604577,False,True,False,False,8.565279796153508,1,1
NJ-515,union county,2018,897.78,75.1,357300,375400.0,478,41,1627.0,1614.0,4,437,4,1166.0,36,1125,2.826930578893613,0.021235801,3,0.0,0.17,4.09,0.02,0.06,4,779747.0,0.034415223,0.21,0.025651042,False,True,False,False,7.854894749802729,1,1
NV-500,clark county,2010,338.35,84.9,257300,170100.0,9949,2945,1211.0,1164.0,0,7004,0,842.0,0,882,2.826930578893613,0.009573956,0,0.01,0.08,0.09,0.04,0.09,0,779747.0,0.031858095,0.1,0.023320336,False,False,True,False,40.62488102640896,1,1
NV-500,clark county,2011,295.12,83.6,226200,153800.0,8003,4241,1247.0,1093.0,0,3762,0,818.0,0,888,2.826930578893613,0.012020457,0,0.01,0.08,0.19,0.04,0.09,0,779747.0,0.031720199,0.11,0.022252567,False,False,True,False,36.60110988,1,1
NV-500,clark county,2012,297.01,84.9,186700,145200.0,7323,4241,1206.0,1062.0,0,3082,0,825.0,0,879,2.680462650577405,0.01125073,0,0.01,0.1,0.61,0.05,0.09,0,1541898.0,0.030517918,0.11,0.02158031,False,False,True,False,29.35102284764097,0,0
NV-500,clark county,2013,350.18,85.4,165000,162300.0,5952,3032,1155.0,1037.0,0,2920,0,841.0,0,865,2.720715199385606,0.013171469,0,0.01,0.12,0.04,0.04,0.09,0,1572932.0,0.031395041,0.11,0.021868287,False,False,True,False,35.96206371899824,0,0
NV-500,clark county,2014,422.42,84.0,163100,188700.0,7443,3494,1112.0,1021.0,0,3949,0,833.0,1121,854,2.7305325672474035,0.011782492,0,0.01,0.11,1.03,0.05,0.09,0,1609393.0,0.031840172,0.11,0.022969723,False,False,True,False,35.50688693640678,0,0
NV-500,clark county,2015,458.28,85.0,170400,217300.0,7509,3916,1076.0,1052.0,351,3593,67,855.0,1475,848,2.7359116048959566,0.011667764,136,0.01,0.1,1.35,0.05,0.1,225,1645521.0,0.033096731,0.11,0.023697265,False,False,True,False,28.798551165673317,0,0
NV-500,clark county,2016,494.92,86.4,186700,233700.0,6208,3731,1073.0,1076.0,335,2477,118,883.0,1279,860,2.7146573072002007,0.0124319,122,0.01,0.1,2.18,0.05,0.1,179,1682717.0,0.033042719,0.11,0.023724477,False,False,True,False,29.445405541271437,0,0
NV-500,clark county,2017,546.99,86.3,212300,250000.0,6490,4353,1094.0,1117.0,351,2137,59,927.0,1817,883,2.6713618050146914,0.01286433,176,0.01,0.13,1.93,0.05,0.1,174,1721781.0,0.03293303,0.12,0.023157065,False,False,True,False,27.25789517786639,0,0
NV-500,clark county,2018,630.01,86.8,238300,286600.0,6083,3884,1128.0,1165.0,295,2199,93,975.0,1123,923,2.620846319250912,0.013898704,126,0.01,0.13,1.77,0.06,0.1,148,1746764.0,0.034159524,0.12,0.02280289,False,False,True,False,24.39653860322096,0,0
NV-501,washoe county,2010,446.3,66.8,295700,215700.0,934,239,1211.0,1120.0,0,695,0,754.0,0,779,2.826930578893613,0.013629866,0,0.0,0.03,0.44,0.04,0.05,0,779747.0,0.040958232,0.03,0.02561487,False,False,False,True,19.966643959502942,1,1
NV-501,washoe county,2011,397.21,66.1,257400,177400.0,850,175,1198.0,1038.0,0,675,0,751.0,0,790,2.826930578893613,0.014542764,0,0.01,0.08,1.63,0.03,0.05,0,779747.0,0.036348688,0.03,0.03032346,False,False,False,True,20.21362710161244,1,1
NV-501,washoe county,2012,387.49,68.7,226800,176500.0,869,164,1153.0,1011.0,0,705,0,764.0,0,790,2.826930578893613,0.015028797,0,0.01,0.05,0.63,0.03,0.05,0,779747.0,0.034940034,0.02,0.024247048,False,False,False,True,17.199600674150567,1,1
NV-501,washoe county,2013,451.3,69.6,203300,201700.0,746,89,1098.0,959.0,0,657,0,746.0,0,783,2.826930578893613,0.015998395,0,0.01,0.05,0.48,0.04,0.05,0,779747.0,0.03985189,0.02,0.025448953,False,False,False,True,17.474175032607857,1,1
NV-501,washoe county,2014,537.48,69.6,201100,233300.0,769,97,1060.0,989.0,0,672,0,772.0,65,778,2.826930578893613,0.014874636,0,0.01,0.05,0.18,0.04,0.05,0,779747.0,0.037618331,0.02,0.027581474,False,False,False,True,20.295231851207085,1,1
NV-501,washoe county,2015,605.36,69.7,213100,268400.0,907,113,1029.0,1036.0,58,794,4,798.0,80,775,2.826930578893613,0.015721532,31,0.01,0.07,2.5,0.05,0.05,10,779747.0,0.036931952,0.02,0.025618535,False,False,False,True,21.802581919509013,1,1
NV-501,washoe county,2016,677.98,69.3,236900,299100.0,989,120,1033.0,1057.0,49,869,13,851.0,126,799,2.826930578893613,0.013656926,28,0.01,0.07,5.3,0.04,0.06,10,779747.0,0.039079309,0.02,0.029282477,False,False,False,True,24.01283579432333,1,1
NV-501,washoe county,2017,742.41,70.8,268100,331200.0,1106,80,1060.0,1085.0,62,1026,15,877.0,102,830,2.826930578893613,0.015643082,39,0.01,0.07,1.16,0.05,0.05,6,779747.0,0.03454939,0.02,0.022547315,False,False,False,True,25.59395364316618,1,1
NV-501,washoe county,2018,822.85,69.9,299400,363000.0,1192,184,1116.0,1175.0,15,1008,15,993.0,89,880,2.826930578893613,0.015429375,41,0.01,0.1,2.52,0.04,0.05,12,779747.0,0.045236025,0.03,0.02595038,False,False,False,True,26.637314721145916,1,1
NY-500,monroe county,2010,363.01,70.4,130400,134600.0,709,4,1211.0,918.0,0,705,0,656.0,0,647,2.826930578893613,0.024180905,0,0.0,0.02,1.48,0.02,0.03,0,779747.0,0.029734453,0.15,0.0241312,False,True,False,False,9.307627829002517,1,1
NY-500,monroe county,2011,360.43,70.6,132800,135100.0,694,0,947.0,911.0,0,694,0,670.0,0,668,2.826930578893613,0.022687008,0,0.0,0.02,2.81,0.03,0.03,0,779747.0,0.035267058,0.15,0.024494887,False,True,False,False,9.347256600246318,1,1
